,id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_days_active,verification_count,property_type_category,bathrooms_type,amenities_count
0,44077,2010-08-06,4,1,3,1,1,1,1,0,53.29178,-6.25792,27,2,2.0,6,1.0,2.0,5995,70.0,3.0,1125.0,228.88497850198831,31.0,7.0,2011-03-20,4.78,4.83,4.74,4.93,4.93,4.66,4.82,0,2.0,0.0,2.0,0.0,1.85,4419.0,2,2,6,994
1,85156,2010-08-06,4,1,3,1,1,1,1,0,53.29209,-6.25624,27,2,2.0,6,1.0,1.0,4345,67.0,3.0,21.0,210.0,28.0,4.0,2011-05-24,4.79,4.86,4.74,4.9,4.88,4.64,4.78,0,2.0,0.0,2.0,0.0,1.53,4419.0,2,2,6,657
2,159889,2011-07-01,4,1,3,0,1,1,1,1,53.39027,-6.23547,37,2,1.0,8,1.0,1.0,4880,45.0,2.0,21.0,228.88497850198831,44.0,6.0,2012-03-20,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3.0,0.0,3.0,0.0,2.78,4090.0,2,3,8,491
3,162809,2011-07-04,4,3,2,1,1,1,1,0,53.28326,-6.19188,44,2,6.0,6,2.0,4.0,5778,80.0,1.0,12.0,228.88497850198831,41.0,1.0,2015-06-01,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2.0,0.0,2.0,0.0,3.68,4087.0,2,3,6,892
4,165828,2011-07-07,4,1,3,0,1,1,1,1,53.33744,-6.32363,16,0,5.0,2,1.0,3.0,2806,251.0,3.0,365.0,64.0,17.0,0.0,2011-10-25,4.63,4.89,4.69,4.81,4.75,4.34,4.55,1,5.0,5.0,0.0,0.0,0.48,4084.0,2,0,3,482
5,165829,2011-07-07,4,1,3,0,1,1,1,1,53.33744,-6.32363,16,0,5.0,2,1.0,3.0,4449,244.0,3.0,365.0,76.0,20.0,1.0,2012-01-22,4.69,4.85,4.75,4.78,4.73,4.39,4.59,1,5.0,5.0,0.0,0.0,0.59,4084.0,2,0,3,537
6,178860,2011-07-23,4,1,3,0,1,1,1,1,53.33281,-6.2675,37,2,2.0,6,1.0,1.8325749464668095,4995,80.0,2.0,4.0,228.88497850198831,0.0,0.0,2012-09-05,4.88,4.94,4.88,4.95,4.96,4.94,4.84,0,2.0,1.0,1.0,0.0,2.57,4068.0,2,3,6,345
7,181823,2011-05-20,4,1,2,0,1,1,1,1,53.3374,-6.22061,37,2,1.0,4,1.0,1.0,2901,139.0,1.0,1125.0,50.0,0.0,0.0,2011-08-18,4.6,4.62,4.47,4.79,4.83,4.47,4.47,0,2.0,0.0,2.0,0.0,0.37,4132.0,2,3,4,378
8,237465,2011-10-04,4,1,3,0,1,1,1,1,53.39558,-6.17524,16,0,2.0,5,1.0,3.0,6094,68.0,1.0,4.0,228.88497850198831,66.62614730882797,7.1321923032480665,2011-12-22,4.56,4.71,4.56,4.81,4.79,4.39,4.61,0,3.0,3.0,0.0,0.0,3.0,3995.0,2,0,5,454
9,245903,2011-10-14,4,1,2,1,1,1,0,3,53.34636,-6.41734,37,2,1.0,6,1.0,1.0,5324,30.0,30.0,180.0,43.0,3.0,0.0,2012-09-03,4.93,4.93,4.9,4.98,5.0,4.66,4.85,0,1.0,0.0,1.0,0.0,0.35,3985.0,2,3,6,537
10,292757,2011-12-18,3,1,3,1,0,1,1,1,53.36949,-6.34889,13,0,8.671544170113124,9,4.0,5.0,6227,121.0,2.0,1125.0,228.88497850198831,30.0,0.0,2012-09-02,4.92,4.91,4.78,4.95,4.95,4.94,4.84,0,1.0,1.0,0.0,0.0,2.97,3920.0,3,0,9,33
11,302554,2012-01-02,4,1,3,0,1,1,1,1,53.35681,-6.29094,16,0,5.0,2,1.0,3.0,4219,200.0,2.0,365.0,59.0,4.0,0.0,2012-03-05,4.67,4.72,4.83,4.93,4.9,4.44,4.65,1,8.0,8.0,0.0,0.0,0.46,3905.0,2,0,3,468
12,302634,2012-01-02,4,1,3,0,1,1,1,1,53.35681,-6.29094,16,0,2.0,2,1.0,2.0,4224,101.0,2.0,365.0,105.0,21.0,4.0,2012-02-28,4.61,4.69,4.75,4.83,4.91,4.47,4.48,1,8.0,8.0,0.0,0.0,0.82,3905.0,2,0,3,480
13,374792,2011-07-07,4,1,3,0,1,1,1,1,53.33744,-6.32363,16,0,4.0,2,1.0,3.0,6506,212.0,3.0,365.0,35.0,7.0,1.0,2012-07-02,4.48,4.5,4.59,4.85,4.79,4.41,4.5,1,5.0,5.0,0.0,0.0,0.28,4084.0,2,0,3,364
14,386860,2012-03-16,1,4,3,0,1,1,1,1,53.3379,-6.27517,13,0,4.0,2,2.0,2.0,4436,164.0,1.0,30.0,92.0,0.0,0.0,2012-08-13,4.67,4.77,4.52,4.91,4.83,4.77,4.56,0,2.0,2.0,0.0,0.0,0.75,3831.0,2,0,3,630
15,393631,2012-03-19,1,4,3,0,0,1,1,1,53.35764,-6.24171,13,0,6.0,7,3.0,3.0,6452,180.0,3.0,1125.0,72.0,0.0,0.0,2012-08-07,4.87,4.88,4.86,4.93,4.91,4.24,4.65,0,1.0,1.0,0.0,0.0,0.59,3828.0,3,0,7,296
16,419987,2012-01-02,4,1,3,0,1,1,1,1,53.35682,-6.29132,16,0,6.0,2,1.0,3.0,4220,240.0,2.0,365.0,145.0,41.0,1.0,2012-10-24,4.8,4.8,4.85,4.92,4.94,4.5,4.61,1,8.0,8.0,0.0,0.0,1.2,3905.0,2,0,3,504
17,424596,2012-04-10,3,3,3,1,1,1,1,1,53.355545,-6.258094,14,0,3.0,2,1.0,1.0,5703,155.0,2.0,1124.0,228.88497850198831,66.62614730882797,4.0,2012-06-17,4.84,4.92,4.91,4.89,4.88,4.62,4.75,0,4.0,4.0,0.0,0.0,4.16,3806.0,2,0,3,896
18,426326,2011-07-01,4,1,3,0,1,1,1,1,53.39027,-6.23547,37,2,3.0,8,1.0,2.0,4924,60.0,3.0,21.0,228.88497850198831,15.0,5.0,2012-06-24,4.61,4.78,4.49,4.83,4.84,4.56,4.61,0,3.0,0.0,3.0,0.0,2.04,4090.0,2,3,8,586
19,427077,2012-04-10,3,3,3,1,1,1,1,1,53.35572,-6.25803,14,0,3.0,2,1.0,2.0,5728,154.0,2.0,1124.0,228.88497850198831,57.0,4.0,2012-05-01,4.84,4.88,4.91,4.86,4.85,4.6,4.69,0,4.0,4.0,0.0,0.0,3.95,3806.0,2,0,3,879
20,427495,2011-07-01,4,1,3,0,1,1,1,1,53.39027,-6.23547,37,2,2.0,8,3.0,1.0,4915,60.0,3.0,21.0,176.0,13.0,7.1321923032480665,2012-09-01,4.59,4.72,4.51,4.85,4.89,4.52,4.63,0,3.0,0.0,3.0,0.0,1.44,4090.0,2,3,8,657
21,449556,2012-04-26,3,1,2,0,1,1,1,2,53.42654,-6.22952,27,2,4.0,3,1.0,3.0,3035,155.0,1.0,1125.0,228.88497850198831,51.0,6.0,2013-07-31,4.19,4.63,4.45,4.67,4.54,4.67,4.21,0,1.0,0.0,1.0,0.0,2.44,3790.0,2,2,3,368
22,454183,2011-02-24,4,1,2,1,0,1,0,1,53.35334,-6.29797,14,0,3.0,2,1.0,2.0,2842,132.0,3.0,1125.0,93.0,20.0,3.0,2017-06-21,4.67,4.74,4.59,4.96,4.97,4.76,4.55,0,3.0,2.0,1.0,0.0,1.46,4217.0,3,0,3,398
23,468082,2012-04-11,4,1,1,1,1,1,1,3,53.35328,-6.444601763230419,37,2,5.0,7,2.0,3.0,3851,70.0,1.0,21.0,228.88497850198831,66.62614730882797,7.1321923032480665,2012-09-03,4.7,4.81,4.7,4.84,4.9,4.75,4.69,1,2.0,0.0,2.0,0.0,2.42,3805.0,2,3,7,633
24,497136,2011-05-20,4,1,2,0,1,1,1,1,53.33596,-6.22059,37,2,2.0,8,1.0,1.0,5165,139.0,1.0,7.0,113.0,0.0,0.0,2012-09-04,4.62,4.74,4.44,4.8,4.78,4.55,4.5,0,2.0,0.0,2.0,0.0,0.93,4132.0,2,3,8,370
25,522667,2012-04-10,3,3,3,1,1,1,1,1,53.355545,-6.258094,14,0,3.0,2,1.0,1.0,5625,153.0,2.0,1124.0,228.88497850198831,53.0,4.0,2012-06-25,4.81,4.91,4.96,4.9,4.89,4.65,4.69,0,4.0,4.0,0.0,0.0,3.46,3806.0,2,0,3,868
26,526767,2012-05-10,4,1,1,1,0,1,1,1,53.34752,-6.26393,14,0,3.0,2,1.5239777204184215,2.0,4166,194.0,1.0,60.0,228.88497850198831,51.0,3.0,2012-09-04,4.9,4.94,4.92,4.96,4.98,4.93,4.77,0,1.0,1.0,0.0,0.0,4.65,3776.0,3,0,3,479
27,575339,2012-02-02,1,4,3,0,0,1,1,1,53.34391,-6.23845,40,2,2.0,2,1.0,2.0,6933,50.0,1.0,1125.0,0.0,0.0,0.0,,4.603238846835222,4.776713229252243,4.645670391061431,4.828653182042404,4.8437469186524025,4.732065449761524,4.614546800460579,0,1.0,0.0,1.0,0.0,1.3190062812046988,3874.0,3,3,3,943
28,587218,2012-07-10,3,1,2,1,1,1,1,1,53.36405,-6.27351,37,2,2.0,5,1.0,1.0,4256,80.0,2.0,7.0,220.0,28.0,5.0,2012-09-17,4.98,4.97,4.96,4.99,4.99,4.76,4.94,0,1.0,0.0,1.0,0.0,1.81,3715.0,2,3,5,319
29,592840,2012-04-11,4,1,1,1,1,1,1,3,53.35153,-6.444601763230419,37,2,1.0,5,1.0,1.0,3954,55.0,1.0,5.0,42.0,17.0,1.0,2012-09-03,4.9,4.98,4.95,4.93,4.95,4.9,4.8,0,2.0,0.0,2.0,0.0,0.34,3805.0,2,3,5,574
30,610233,2011-06-10,1,4,3,0,5,1,1,1,53.34616,-6.27228,13,0,4.0,9,2.0,2.0,4059,150.0,2.0,1125.0,61.0,0.0,0.0,2012-08-22,4.82,4.89,4.66,4.89,4.89,4.97,4.7,0,1.0,1.0,0.0,0.0,0.5,4111.0,1,0,9,462
31,637185,2012-08-06,1,4,3,0,0,1,1,1,53.34675,-6.27552,16,0,2.0,2,1.0,1.0,6669,119.0,7.0,60.0,158.0,0.0,0.0,2012-10-22,4.5,4.6,4.43,4.63,4.55,4.72,4.55,0,1.0,1.0,0.0,0.0,1.31,3688.0,3,0,3,153
32,641880,2012-08-09,1,4,3,0,1,1,1,1,53.34427,-6.28322,40,2,2.0,2,1.0,1.0,6436,85.0,2.0,1125.0,46.0,0.0,0.0,2014-08-01,4.53,4.78,4.31,4.87,4.87,4.53,4.56,0,2.0,1.0,1.0,0.0,0.47,3685.0,2,3,3,175
33,654589,2012-08-13,4,1,3,1,1,1,1,1,53.34493,-6.26688,9,0,4.0,2,2.0,3.0,5813,356.0,3.0,150.0,228.88497850198831,50.0,3.0,2012-09-04,4.78,4.81,4.84,4.9,4.94,4.94,4.63,0,2.0,2.0,0.0,0.0,4.41,3681.0,2,0,3,658
34,690119,2012-09-10,4,1,2,0,0,1,1,0,53.29448,-6.24686,10,0,4.0,7,2.0,2.0,2732,341.0,5.0,180.0,216.0,5.0,2.0,2013-06-17,4.9,4.93,4.85,4.95,4.97,4.72,4.78,1,1.0,1.0,0.0,0.0,1.92,3653.0,3,0,7,392
35,726011,2012-10-04,4,1,3,1,1,1,1,2,53.4925569505988,-6.12118,16,0,3.0,5,1.0,3.0,2940,113.0,3.0,1125.0,164.0,20.0,0.0,2013-09-18,4.9,4.89,4.9,4.95,4.98,4.96,4.77,0,1.0,1.0,0.0,0.0,1.5,3629.0,2,0,5,719
36,726075,2012-10-04,2,1,2,1,1,1,1,1,53.36973,-6.25788,18,0,5.0,13,3.0,5.0,4689,125.0,7.0,180.0,3.0,0.0,0.0,2015-08-30,4.33,4.33,4.0,5.0,5.0,5.0,4.33,0,1.0,1.0,0.0,0.0,0.04,3629.0,2,0,13,945
37,736751,2012-09-26,3,2,0,0,1,1,1,1,53.3701,-6.25308,36,2,2.0,5,1.0,1.0,2906,80.0,14.0,30.0,74.0,3.0,0.0,2012-10-25,4.52,4.62,4.36,4.81,4.75,4.65,4.6,0,1.0,0.0,1.0,0.0,0.61,3637.0,2,3,5,465
38,736827,2012-10-12,4,1,3,0,5,1,1,1,53.34845,-6.24015,16,0,4.0,5,2.0,1.0,6380,116.0,28.0,365.0,7.0,0.0,0.0,2014-03-30,4.67,4.5,4.83,4.5,5.0,4.67,4.33,1,11.0,11.0,0.0,0.0,0.07,3621.0,1,0,5,279
39,742656,2012-10-16,3,3,2,0,1,1,1,1,53.33387,-6.26429,40,2,2.0,30,1.0,1.0,112,65.0,2.0,1001.0,228.88497850198831,40.0,4.0,2014-02-09,4.58,4.68,4.43,4.85,4.9,4.77,4.55,0,2.0,0.0,2.0,0.0,3.52,3617.0,2,3,2,330
40,743771,2012-10-17,1,4,0,0,0,1,0,1,53.36698,-6.26888,26,2,1.0,3,1.0,1.0,3507,75.0,2.0,1125.0,0.0,0.0,0.0,,4.603238846835222,4.776713229252243,4.645670391061431,4.828653182042404,4.8437469186524025,4.732065449761524,4.614546800460579,0,2.0,0.0,2.0,0.0,1.3190062812046988,3616.0,3,3,3,618
41,743772,2012-10-17,1,4,0,0,0,1,0,1,53.36721,-6.26704,26,2,2.0,3,1.0,1.0,6443,140.0,2.0,1125.0,5.0,1.0,0.0,2014-03-24,4.75,4.25,5.0,5.0,5.0,5.0,4.25,0,2.0,0.0,2.0,0.0,0.05,3616.0,3,3,3,314
42,747284,2012-01-19,1,4,1,0,0,1,1,0,53.29505,-6.23371,9,0,4.0,5,2.0,1.0,4192,229.0,15.0,90.0,38.0,9.0,1.0,2013-03-18,4.97,4.95,4.97,4.97,5.0,4.87,4.79,0,1.0,1.0,0.0,0.0,0.33,3888.0,3,0,5,417
43,871174,2013-01-05,4,1,2,1,1,1,1,1,53.3678,-6.20609,37,2,3.0,4,1.0,2.0,4413,42.0,2.0,1125.0,228.88497850198831,23.0,1.0,2013-03-09,4.45,4.68,4.17,4.73,4.74,4.62,4.48,0,2.0,0.0,2.0,0.0,2.11,3536.0,2,3,4,634
44,872539,2013-01-06,4,1,2,1,1,1,1,1,53.35789,-6.23813,10,0,4.0,2,2.0,2.0,6352,280.0,3.0,10.0,120.0,21.0,3.0,2013-03-11,4.79,4.85,4.92,4.93,4.87,4.51,4.66,0,1.0,1.0,0.0,0.0,1.04,3535.0,2,0,3,263
45,922425,2012-01-14,4,1,1,0,1,1,1,1,53.34202,-6.27351,18,0,4.0,2,2.0,2.0,5481,204.0,7.0,14.0,131.0,5.0,0.0,2013-04-10,4.78,4.87,4.57,4.86,4.92,4.86,4.72,0,1.0,1.0,0.0,0.0,1.14,3893.0,2,0,3,564
46,928970,2013-02-07,1,4,0,0,1,1,1,1,53.34096,-6.23917,1,0,4.0,2,1.0,3.0,2232,165.0,2.0,28.0,37.0,0.0,0.0,2013-08-18,4.81,4.94,4.66,4.92,4.94,4.97,4.61,0,2.0,2.0,0.0,0.0,0.34,3503.0,2,2,3,222
47,929816,2013-02-06,3,1,1,0,0,1,1,1,53.34434,-6.23888,40,2,2.0,4,1.0,1.0,4846,79.0,2.0,16.0,161.0,0.0,0.0,2013-03-16,4.96,4.96,4.99,4.99,4.98,4.81,4.87,0,2.0,1.0,1.0,0.0,1.39,3504.0,3,3,4,610
48,939866,2013-02-06,3,1,1,0,0,1,1,1,53.34408,-6.23923,16,0,4.0,7,2.0,2.0,5946,334.0,2.0,14.0,156.0,0.0,0.0,2013-03-11,4.93,4.93,4.95,4.92,4.94,4.85,4.77,0,2.0,1.0,1.0,0.0,1.35,3504.0,3,0,7,971
49,946923,2012-10-12,4,1,3,0,5,1,1,1,53.34383,-6.23912,17,0,2.0,2,1.0,1.0,6623,60.0,5.0,1125.0,11.0,4.0,0.0,2015-05-31,4.55,4.82,4.82,4.82,4.82,5.0,4.73,1,11.0,11.0,0.0,0.0,0.12,3621.0,1,0,3,312
50,990212,2013-03-12,3,1,2,0,1,1,1,1,53.33771,-6.31474,13,0,6.0,5,4.0,5.0,3565,205.0,7.0,28.0,38.0,5.0,1.0,2015-07-14,4.79,4.95,4.79,4.92,4.92,4.58,4.84,0,1.0,1.0,0.0,0.0,0.44,3470.0,2,0,5,78
51,990300,2013-03-12,1,4,3,0,1,1,1,1,53.3133,-6.25374,44,2,3.0,3,2.0,2.0,3001,65.0,1.0,4.0,204.0,0.0,0.0,2013-03-19,4.9,4.94,4.95,4.96,4.96,4.92,4.84,0,1.0,0.0,1.0,0.0,1.77,3470.0,2,3,3,542
52,998407,2011-10-04,4,1,3,0,1,1,1,1,53.39622,-6.1756,16,0,2.0,2,1.5239777204184215,1.0,3357,53.0,1.0,3.0,228.88497850198831,49.0,2.0,2014-11-11,4.31,4.6,4.45,4.84,4.78,4.27,4.4,0,3.0,3.0,0.0,0.0,2.66,3995.0,2,0,3,448
53,999963,2013-03-17,4,1,2,1,1,1,1,1,53.36193,-6.27423,16,0,2.0,2,1.5239777204184215,1.0,2809,200.0,7.0,365.0,10.0,0.0,0.0,2014-08-16,4.9,4.9,4.7,5.0,5.0,4.7,4.9,0,1.0,1.0,0.0,0.0,0.1,3465.0,2,0,3,360
54,1073487,2013-04-13,4,1,2,0,0,1,1,0,53.30443,-6.24083,37,2,1.0,4,1.0,1.0,2758,85.0,3.0,20.0,72.0,19.0,4.0,2013-05-23,4.9,4.94,4.85,4.97,4.92,4.86,4.84,0,1.0,0.0,1.0,0.0,0.64,3438.0,3,3,4,836
55,1076634,2011-07-15,2,0,0,0,1,1,1,1,53.31546,-6.3119,44,2,2.0,6,1.0,1.0,6222,75.0,5.0,22.0,50.0,0.0,0.0,2013-08-15,4.64,4.69,4.58,4.77,4.88,4.49,4.61,0,1.0,0.0,1.0,0.0,0.45,4076.0,2,3,6,511
56,1086416,2013-04-17,4,1,2,0,1,1,1,1,53.35846,-6.27528,16,0,2.0,2,1.0,1.0,5224,106.0,3.0,7.0,228.88497850198831,10.0,1.0,2013-05-20,4.86,4.93,4.93,4.93,4.97,4.57,4.76,0,1.0,1.0,0.0,0.0,2.12,3434.0,2,0,3,307
57,1173029,2012-09-02,4,1,3,1,1,1,1,1,53.35107,-6.27992,13,0,4.0,7,2.0,2.0,3106,271.0,3.0,30.0,228.88497850198831,22.0,5.0,2015-06-16,4.83,4.85,4.82,4.89,4.9,4.74,4.78,0,1.0,1.0,0.0,0.0,3.73,3661.0,2,0,7,570
58,1184087,2013-05-20,4,1,2,0,5,1,1,1,53.34567,-6.34929,13,0,8.671544170113124,15,4.280988580872517,5.0,3563,336.0,5.0,1125.0,18.0,1.0,1.0,2013-07-06,4.89,4.83,4.61,4.89,4.94,4.67,4.78,0,8.0,2.0,6.0,0.0,0.16,3401.0,1,0,15,73
59,1207950,2013-05-27,2,1,2,0,0,1,1,0,53.28341,-6.24498,13,0,8.0,11,4.0,4.0,5849,270.0,5.0,28.0,72.0,10.0,3.0,2013-07-29,4.93,4.99,4.97,4.97,5.0,4.84,4.91,0,1.0,1.0,0.0,0.0,0.65,3394.0,3,0,11,48
60,1255270,2013-06-10,4,2,2,1,1,1,1,3,53.33893,-6.43476,37,2,1.0,3,1.0,1.8325749464668095,1768,40.0,30.0,1125.0,10.0,1.0,0.0,2013-08-12,4.9,5.0,5.0,5.0,5.0,4.4,4.9,0,3.0,0.0,3.0,0.0,0.09,3380.0,2,3,3,294
61,1270261,2011-03-31,2,2,0,0,1,1,1,2,53.4925569505988,-6.31617,37,2,6.0,7,1.0,5.895590181708249,1724,50.0,1.0,1125.0,9.0,2.0,0.0,2014-09-08,4.89,4.88,4.88,5.0,5.0,4.75,4.88,0,1.0,0.0,1.0,0.0,0.09,4182.0,2,3,7,181
62,1276002,2013-06-16,2,2,0,0,1,1,1,1,53.35176,-6.23248,18,0,5.0,5,3.0,3.0,4927,593.0,2.0,365.0,70.0,8.0,3.0,2014-01-02,4.87,4.9,4.85,4.92,4.99,4.4,4.73,0,1.0,1.0,0.0,0.0,0.66,3374.0,2,0,5,808
63,1296492,2013-01-03,1,4,3,0,1,1,1,1,53.33986,-6.22244,40,2,2.0,2,1.0,1.0,6458,48.0,2.0,1125.0,54.0,0.0,0.0,2013-10-26,4.54,4.7,4.6,4.77,4.81,4.58,4.45,0,1.0,0.0,1.0,0.0,0.5,3538.0,2,3,3,251
64,1341478,2011-02-24,4,1,2,1,0,1,0,1,53.3525,-6.29794,37,2,3.0,3,1.0,2.0,3014,141.0,3.0,150.0,138.0,25.0,5.0,2015-06-04,4.59,4.74,4.38,4.92,4.95,4.63,4.62,0,3.0,2.0,1.0,0.0,1.56,4217.0,3,3,3,421
65,1364560,2013-06-18,4,1,3,0,1,1,1,1,53.33677,-6.28899,37,2,2.0,4,1.0,1.0,3657,90.0,3.0,4.0,140.0,10.0,3.0,2013-08-12,4.72,4.87,4.88,4.92,4.96,4.4,4.61,0,1.0,0.0,1.0,0.0,1.27,3372.0,2,3,4,856
66,1407832,2013-04-07,1,4,2,0,1,1,1,0,53.29832,-6.17191,13,0,8.0,11,4.0,5.0,2930,160.0,4.0,18.0,63.0,5.0,1.0,2013-08-26,4.94,4.9,4.89,4.98,5.0,4.8,4.86,0,1.0,1.0,0.0,0.0,0.57,3444.0,2,0,11,597
67,1411019,2011-07-01,4,1,3,0,0,1,1,1,53.34722,-6.26918,40,2,2.0,4,1.0,1.0,5580,95.0,2.0,14.0,228.88497850198831,8.0,0.0,2016-03-20,4.78,4.89,4.58,4.85,4.89,4.94,4.7,1,3.0,1.0,2.0,0.0,3.0,4090.0,3,3,4,735
68,1421993,2012-12-18,1,4,3,0,1,1,1,1,53.34668,-6.24758,37,2,2.0,6,1.0,1.0,6473,300.0,3.0,1125.0,56.0,0.0,0.0,2013-08-14,4.76,4.73,4.71,4.85,4.83,4.69,4.48,0,1.0,0.0,1.0,0.0,0.51,3554.0,2,3,6,254
69,1447994,2012-05-17,1,4,3,0,1,1,0,1,53.33993,-6.23329,40,2,2.0,2,1.0,1.0,765,75.0,3.0,1125.0,3.0,0.0,0.0,2015-01-01,5.0,5.0,5.0,5.0,5.0,4.67,5.0,0,1.0,0.0,1.0,0.0,0.03,3769.0,2,3,3,219
70,1466234,2013-04-15,4,1,3,0,1,1,1,1,53.32894,-6.30413,37,2,1.0,6,1.0,1.0,3834,40.0,4.0,150.0,141.0,13.0,3.0,2013-08-19,4.73,4.86,4.63,4.89,4.78,4.51,4.73,1,1.0,0.0,1.0,0.0,1.28,3436.0,2,3,6,607
71,1488124,2013-03-24,1,4,0,0,1,1,1,1,53.35375,-6.24902,40,2,2.0,3,1.0,1.0,5351,68.0,2.0,1125.0,119.0,0.0,0.0,2013-08-13,4.79,4.8,4.74,4.72,4.9,4.76,4.73,0,1.0,0.0,1.0,0.0,1.08,3458.0,2,3,3,444
72,1501767,2012-03-07,4,1,2,1,1,1,1,0,53.20449,-6.11278,40,2,2.0,4,1.0,1.0,4570,59.0,2.0,1125.0,61.0,3.0,1.0,2013-09-10,4.64,4.84,4.61,4.87,4.92,4.82,4.7,0,2.0,0.0,2.0,0.0,0.56,3840.0,2,3,4,553
73,1518845,2013-08-12,4,1,0,0,1,1,1,1,53.3642,-6.18274,37,2,1.0,6,1.0,1.0,5180,800.0,5.0,21.0,58.0,0.0,0.0,2013-08-19,4.84,4.93,4.65,4.93,4.89,4.64,4.76,0,2.0,1.0,1.0,0.0,0.53,3317.0,2,3,6,687
74,1520036,2013-06-18,0,0,0,0,0,1,1,1,53.34484,-6.27976,16,0,4.0,7,2.0,2.0,223,350.0,7.0,31.0,51.0,1.0,1.0,2013-09-30,4.56,4.67,4.24,4.65,4.65,4.7,4.46,0,1.0,1.0,0.0,0.0,0.47,3372.0,3,0,7,346
75,1556554,2011-10-10,4,1,1,1,1,1,1,1,53.3369,-6.2836,13,0,5.0,7,3.0,3.0,5591,294.0,3.0,1125.0,19.0,6.0,1.0,2016-08-10,4.89,5.0,5.0,5.0,5.0,4.56,4.72,0,1.0,1.0,0.0,0.0,0.26,3989.0,2,0,7,875
76,1559929,2012-10-03,3,1,2,1,1,1,1,1,53.33514,-6.26772,37,2,1.0,2,1.0,1.0,7019,85.0,2.0,4.0,60.0,7.0,0.0,2013-11-02,4.92,4.93,4.95,4.93,4.95,4.92,4.95,0,2.0,0.0,2.0,0.0,0.56,3630.0,2,3,3,464
77,1582908,2013-08-26,3,1,1,0,1,1,0,1,53.32523,-6.31216,37,2,1.0,6,1.0,1.0,5168,85.0,3.0,28.0,64.0,1.0,1.0,2014-05-29,4.83,4.84,4.9,4.79,4.88,4.61,4.78,0,1.0,0.0,1.0,0.0,0.63,3303.0,2,3,6,588
78,1600779,2012-10-03,3,1,2,1,1,1,1,1,53.33511,-6.26875,44,2,2.0,4,1.0,1.0,2643,110.0,2.0,4.0,73.0,3.0,0.0,2014-02-03,4.9,4.89,4.86,4.94,4.96,4.88,4.79,0,2.0,0.0,2.0,0.0,0.7,3630.0,2,3,4,650
79,1717912,2013-03-12,1,4,3,0,1,1,1,1,53.33851,-6.27289,37,2,2.0,4,1.0,1.0,4983,55.0,2.0,1125.0,228.88497850198831,0.0,0.0,2015-05-17,4.83,4.87,4.71,4.95,4.97,4.87,4.82,1,4.0,1.0,3.0,0.0,3.46,3470.0,2,3,4,455
80,1729959,2013-09-29,2,2,0,0,1,1,0,0,53.3065,-6.24719,37,2,6.0,5,3.0,5.0,6668,190.0,5.0,1125.0,4.0,1.0,0.0,2015-04-05,4.75,4.5,4.0,5.0,5.0,5.0,4.75,0,1.0,0.0,1.0,0.0,0.04,3269.0,2,3,5,228
81,1771007,2013-10-08,1,4,3,0,1,1,1,0,53.21096,-6.12187,37,2,2.0,5,1.0,1.0,1070,50.0,1.0,2.0,0.0,0.0,0.0,,4.603238846835222,4.776713229252243,4.645670391061431,4.828653182042404,4.8437469186524025,4.732065449761524,4.614546800460579,0,1.0,0.0,1.0,0.0,1.3190062812046988,3260.0,2,3,5,167
82,1789253,2013-09-11,1,4,3,0,1,1,1,1,53.34438,-6.27426,16,0,4.0,2,1.0,1.0,709,170.0,2.0,1125.0,0.0,0.0,0.0,,4.603238846835222,4.776713229252243,4.645670391061431,4.828653182042404,4.8437469186524025,4.732065449761524,4.614546800460579,0,1.0,1.0,0.0,0.0,1.3190062812046988,3287.0,2,0,3,207
83,1797712,2013-05-10,4,1,3,0,1,1,1,1,53.36275,-6.21449,37,2,2.0,2,1.0,2.0,3606,86.0,2.0,1125.0,67.0,3.0,3.0,2014-05-24,4.88,4.84,4.87,4.96,4.99,4.79,4.84,0,1.0,0.0,1.0,0.0,0.66,3411.0,2,3,3,657
84,1804494,2013-05-30,4,1,1,0,1,1,1,1,53.36373,-6.20788,13,0,3.0,2,2.0,3.0,4008,150.0,5.0,20.0,107.0,5.0,2.0,2014-01-28,4.88,4.94,4.77,4.97,4.96,4.9,4.84,1,2.0,2.0,0.0,0.0,1.02,3391.0,2,0,3,487
85,1896821,2012-10-10,1,4,3,0,5,1,0,1,53.33951,-6.29259,13,0,4.0,7,2.0,2.0,6341,150.0,2.0,14.0,18.0,0.0,0.0,2014-03-23,4.53,4.76,4.94,4.94,4.94,4.59,4.59,0,1.0,1.0,0.0,0.0,0.17,3623.0,1,0,7,351
