,id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_days_active,verification_count,property_type_category,bathrooms_type,amenities_count
1949,17646150,2013-04-22,1,4,3,0,1,1,1,1,53.34138,-6.27525,16,0,6.0,2,2.0,3.0,5327,420.0,1.0,1125.0,2.0,0.0,0.0,2018-03-18,4.5,5.0,4.5,5.0,5.0,5.0,4.0,0,6.0,2.0,4.0,0.0,0.04,3429.0,2,0,3,490
1950,17648114,2015-10-02,4,1,1,0,1,1,1,1,53.3389,-6.27458,13,0,6.0,7,3.0,4.0,4465,122.0,2.0,1125.0,190.0,23.0,6.0,2017-03-26,4.88,4.91,4.88,4.97,4.97,4.9,4.83,0,3.0,2.0,1.0,0.0,2.86,2536.0,2,0,7,688
1951,17648997,2016-07-08,1,4,3,0,1,1,1,1,53.33185,-6.26542,16,0,2.0,2,1.0,1.0,692,90.0,21.0,35.0,1.0,0.0,0.0,2017-03-19,4.0,4.0,3.055738338062441,5.0,5.0,4.0,4.0,0,1.0,1.0,0.0,0.0,0.01,2256.0,2,0,3,138
1952,17649031,2015-06-12,4,1,1,1,1,1,1,1,53.38806,-6.23753,44,2,3.0,3,1.0,2.0,6109,110.0,3.0,7.0,218.0,27.0,4.0,2017-03-20,4.77,4.87,4.85,4.93,4.88,4.64,4.68,0,2.0,0.0,2.0,0.0,3.27,2648.0,2,3,3,897
1953,17660950,2012-12-10,1,4,3,0,1,1,1,1,53.35062,-6.28351,13,0,5.0,2,3.0,3.0,6614,200.0,5.0,14.0,0.0,0.0,0.0,,4.603238846835222,4.776713229252243,4.645670391061431,4.828653182042404,4.8437469186524025,4.732065449761524,4.614546800460579,0,1.0,1.0,0.0,0.0,1.3190062812046988,3562.0,2,0,3,266
1954,17662306,2017-03-11,1,4,3,0,1,1,0,2,53.38489,-6.40308,13,0,8.0,9,4.0,5.0,1442,175.0,2.0,7.0,1.0,0.0,0.0,2017-03-19,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0,1.0,1.0,0.0,0.0,0.01,2010.0,2,0,9,254
1955,17662376,2016-06-21,1,4,3,0,1,1,1,1,53.35526,-6.25619,40,2,2.0,2,1.0,1.0,1692,70.0,1.0,7.0,8.0,0.0,0.0,2017-03-18,4.75,4.88,4.75,5.0,5.0,5.0,4.88,1,1.0,0.0,1.0,0.0,0.12,2273.0,2,3,3,158
1956,17666241,2016-08-08,1,4,3,0,1,1,1,1,53.35292,-6.28512,37,2,2.0,4,1.0,1.0,3007,58.0,2.0,7.0,219.0,0.0,0.0,2017-03-18,4.85,4.88,4.82,4.95,4.94,4.75,4.77,0,2.0,0.0,2.0,0.0,3.28,2225.0,2,3,4,369
1957,17673363,2016-08-08,1,4,3,0,1,1,1,1,53.35123,-6.28691,37,2,2.0,4,1.0,1.0,2037,58.0,2.0,7.0,204.0,0.0,0.0,2017-03-19,4.87,4.96,4.88,4.97,4.99,4.8,4.85,0,2.0,0.0,2.0,0.0,3.05,2225.0,2,3,4,255
1958,17675992,2016-01-10,1,4,3,0,5,1,0,1,53.35717,-6.26222,16,0,4.0,2,1.0,3.0,2310,120.0,4.0,4.0,3.0,0.0,0.0,2017-12-10,3.0,3.5672808323160057,4.0,4.0,3.8177630711156203,3.6743084415529834,3.2891489892359975,0,1.0,1.0,0.0,0.0,0.05,2436.0,1,0,3,0
1959,17677191,2017-03-12,1,4,3,0,1,1,0,1,53.36031,-6.26508,16,0,3.0,2,1.0,2.0,2655,165.0,3.0,3.0,3.0,0.0,0.0,2017-05-21,4.0,4.5,4.0,5.0,5.0,4.5,4.0,0,1.0,1.0,0.0,0.0,0.05,2009.0,2,0,3,713
1960,17678182,2013-01-13,1,4,3,0,1,1,1,1,53.36963,-6.29534,37,2,2.0,4,1.0,1.0,4647,70.0,2.0,1125.0,1.0,0.0,0.0,2018-08-27,4.0,5.0,5.0,5.0,5.0,4.0,5.0,1,1.0,0.0,1.0,0.0,0.02,3528.0,2,3,4,529
1961,17682161,2017-03-12,1,4,3,0,1,1,1,1,53.35071,-6.25352,40,2,2.0,4,1.0,1.0,685,75.0,2.0,10.0,16.0,0.0,0.0,2017-03-14,4.36,4.54,4.43,4.38,4.54,4.54,4.38,0,1.0,0.0,1.0,0.0,0.24,2009.0,2,3,4,212
1962,17682372,2012-03-31,1,4,3,0,1,1,1,1,53.34125,-6.23638,16,0,4.0,2,2.0,2.0,2850,100.0,2.0,1125.0,33.0,0.0,0.0,2017-03-19,4.72,4.84,4.69,4.67,4.77,4.8,4.7,1,1.0,1.0,0.0,0.0,0.49,3816.0,2,0,3,348
1963,17688615,2015-01-07,1,4,3,0,1,1,0,1,53.31894,-6.27974,13,0,8.0,7,4.0,4.0,6617,200.0,5.0,7.0,1.0,0.0,0.0,2017-04-19,2.288915265867955,4.776713229252243,4.645670391061431,4.828653182042404,4.8437469186524025,4.732065449761524,4.614546800460579,0,1.0,1.0,0.0,0.0,0.02,2804.0,2,0,7,205
1964,17688731,2017-03-13,4,1,1,1,1,1,1,2,53.45263,-6.22271,7,0,2.0,2,1.0,1.0,3506,70.0,1.0,14.0,228.88497850198831,66.62614730882797,7.1321923032480665,2017-08-26,4.91,4.96,4.97,4.99,4.99,4.91,4.89,1,1.0,1.0,0.0,0.0,5.61,2008.0,2,0,3,797
1965,17689000,2014-06-29,4,1,3,0,1,1,1,1,53.34413,-6.27579,16,0,2.0,2,1.0,1.0,6278,140.0,2.0,1125.0,228.88497850198831,53.0,4.0,2017-03-20,4.62,4.83,4.83,4.84,4.96,4.65,4.55,0,1.0,1.0,0.0,0.0,4.0,2996.0,2,0,3,696
1966,17690036,2017-03-13,4,1,2,0,1,1,1,3,53.28805,-6.28098,37,2,1.0,4,1.0,1.0,155,30.0,2.0,7.0,144.0,8.0,4.0,2017-03-25,4.91,4.96,4.9,4.96,4.94,4.62,4.92,0,1.0,0.0,1.0,0.0,2.16,2008.0,2,3,4,335
1967,17692989,2013-04-27,1,4,3,0,1,1,1,1,53.35068,-6.26297,16,0,6.0,7,3.0,5.895590181708249,2332,214.0,2.0,1125.0,9.0,0.0,0.0,2017-03-22,4.75,4.5,4.5,4.63,4.88,4.75,4.88,0,1.0,1.0,0.0,0.0,0.13,3424.0,2,0,7,226
1968,17698717,2014-12-11,1,4,3,0,1,1,1,1,53.33827,-6.28621,16,0,4.0,2,1.5239777204184215,2.0,1719,100.0,2.0,3.0,3.0,0.0,0.0,2017-03-19,4.0,4.5,4.33,5.0,5.0,4.0,4.5,1,1.0,1.0,0.0,0.0,0.04,2831.0,2,0,3,189
1969,17699094,2014-05-02,1,4,3,0,1,1,1,1,53.34917,-6.27853,40,2,2.0,2,1.0,1.0,6561,150.0,1.0,1125.0,0.0,0.0,0.0,,4.603238846835222,4.776713229252243,4.645670391061431,4.828653182042404,4.8437469186524025,4.732065449761524,4.614546800460579,0,1.0,0.0,1.0,0.0,1.3190062812046988,3054.0,2,3,3,209
1970,17699228,2016-06-12,4,1,3,0,1,1,0,1,53.3499,-6.28454,18,0,2.0,2,1.0,1.0,6339,119.0,3.0,8.0,10.0,1.0,0.0,2017-03-19,4.75,4.63,4.13,4.75,4.88,4.38,4.75,0,2.0,1.0,1.0,0.0,0.15,2282.0,2,0,3,295
1971,17700049,2015-05-18,1,4,3,0,1,1,1,1,53.32444,-6.26517,40,2,1.0,4,1.0,1.0,153,250.0,1.0,6.0,14.0,0.0,0.0,2018-02-26,4.58,4.5,4.75,4.75,4.75,5.0,4.58,0,3.0,0.0,2.0,1.0,0.25,2673.0,2,3,4,215
1972,17700089,2013-02-04,1,4,3,0,1,1,0,1,53.33215,-6.27633,13,0,8.0,5,3.0,4.0,1579,250.0,2.0,1125.0,10.0,0.0,0.0,2017-03-19,4.8,4.9,4.7,5.0,5.0,4.7,4.8,1,1.0,1.0,0.0,0.0,0.15,3506.0,2,0,5,250
1973,17700290,2017-03-12,1,4,3,0,1,1,0,1,53.33984,-6.27922,37,2,1.0,4,1.0,1.0,687,24.0,28.0,30.0,1.0,0.0,0.0,2017-03-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1.0,0.0,1.0,0.0,0.01,2009.0,2,3,4,211
1974,17706880,2015-11-27,1,4,3,0,1,1,1,1,53.3434,-6.26799,40,2,2.0,4,1.0,1.0,4493,250.0,3.0,4.0,18.0,0.0,0.0,2018-07-14,4.94,4.89,4.67,4.94,5.0,5.0,4.78,0,2.0,0.0,2.0,0.0,0.35,2480.0,2,3,4,518
1975,17706892,2015-11-27,1,4,3,0,1,1,1,1,53.3433,-6.26809,40,2,2.0,3,1.0,1.0,1163,213.0,2.0,1125.0,2.0,0.0,0.0,2017-04-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,2.0,0.0,2.0,0.0,0.03,2480.0,2,3,3,650
1976,17707064,2013-05-14,1,4,3,0,1,1,1,1,53.35699,-6.26959,40,2,2.0,4,1.0,1.0,681,59.0,1.0,21.0,62.0,0.0,0.0,2017-03-20,4.85,4.87,4.76,4.93,4.98,4.6,4.65,0,1.0,0.0,1.0,0.0,0.93,3407.0,2,3,4,255
1977,17709569,2015-02-20,1,4,3,0,1,1,1,1,53.34863,-6.23848,16,0,4.0,7,2.0,2.0,879,89.0,2.0,4.0,0.0,0.0,0.0,,4.603238846835222,4.776713229252243,4.645670391061431,4.828653182042404,4.8437469186524025,4.732065449761524,4.614546800460579,1,3.0,1.0,2.0,0.0,1.3190062812046988,2760.0,2,0,7,167
1978,17710194,2016-03-20,1,4,3,0,0,1,1,1,53.3397,-6.26975,40,2,2.0,3,1.0,1.0,4342,105.0,1.0,14.0,137.0,0.0,0.0,2017-03-28,4.69,4.82,4.4,4.84,4.83,4.96,4.54,0,1.0,0.0,1.0,0.0,2.06,2366.0,3,3,3,479
1979,17712286,2014-08-06,1,4,3,0,1,1,1,1,53.33308,-6.23085,16,0,4.0,2,2.0,2.0,2270,70.0,1.0,1125.0,15.0,0.0,0.0,2017-04-18,4.0,4.77,3.73,4.69,4.69,4.69,4.0,0,1.0,1.0,0.0,0.0,0.23,2958.0,2,0,3,207
1980,17728101,2015-07-11,1,4,3,0,1,1,1,1,53.38338,-6.20788,37,2,2.0,2,1.0,2.0,951,135.0,2.0,1125.0,0.0,0.0,0.0,,4.603238846835222,4.776713229252243,4.645670391061431,4.828653182042404,4.8437469186524025,4.732065449761524,4.614546800460579,1,1.0,0.0,1.0,0.0,1.3190062812046988,2619.0,2,3,3,150
1981,17728457,2015-09-14,2,2,0,0,1,1,1,3,53.28269,-6.444601763230419,37,2,2.0,10,1.0,1.0,4504,66.0,30.0,1125.0,8.0,0.0,0.0,2017-06-12,5.0,4.88,5.0,5.0,5.0,4.88,4.75,0,3.0,0.0,3.0,0.0,0.13,2554.0,2,3,10,531
1982,17730621,2014-05-12,1,4,3,0,0,1,0,1,53.35753,-6.26861,40,2,2.0,4,1.0,2.0,1280,94.0,1.0,8.0,6.0,0.0,0.0,2017-03-20,4.67,4.83,4.5,4.67,4.83,5.0,4.5,0,1.0,0.0,1.0,0.0,0.09,3044.0,3,3,4,310
1983,17732498,2016-06-20,1,4,3,0,1,1,0,1,53.35482,-6.26256,59,3,1.0,4,1.0,1.0,509,25.0,1.0,6.0,2.0,0.0,0.0,2017-03-18,4.5,5.0,4.5,5.0,5.0,5.0,5.0,1,2.0,0.0,1.0,1.0,0.03,2274.0,2,3,4,47
1984,17740404,2014-10-09,1,4,3,0,1,1,0,1,53.34984,-6.24282,16,0,4.0,2,2.0,2.0,1170,103.0,2.0,21.0,5.0,0.0,0.0,2017-03-19,4.75,4.75,4.5,4.75,4.75,4.75,4.5,1,1.0,1.0,0.0,0.0,0.07,2894.0,2,0,3,150
1985,17741089,2016-08-06,1,4,3,0,1,1,1,1,53.34565,-6.24778,37,2,1.0,4,1.0,1.0,2670,55.0,3.0,1125.0,6.0,0.0,0.0,2017-09-10,5.0,5.0,4.83,4.83,5.0,5.0,4.67,0,1.0,0.0,1.0,0.0,0.1,2227.0,2,3,4,147
1986,17742527,2016-07-22,4,3,3,0,0,1,1,1,53.34531,-6.26554,16,0,3.0,2,1.0,2.0,5134,138.0,3.0,10.0,228.88497850198831,66.62614730882797,4.0,2017-03-27,4.77,4.85,4.81,4.87,4.85,4.96,4.66,0,5.0,5.0,0.0,0.0,7.09,2242.0,3,0,3,488
1987,17742592,2013-08-01,1,4,3,0,1,1,1,1,53.34038,-6.28104,7,0,3.0,2,1.0,1.0,6609,80.0,2.0,1125.0,2.0,0.0,0.0,2017-04-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1.0,1.0,0.0,0.0,0.03,3328.0,2,0,3,282
1988,17748097,2013-05-26,1,4,3,0,1,1,0,1,53.35067,-6.24409,40,2,1.0,4,1.0,1.0,2673,39.0,1.0,2.0,0.0,0.0,0.0,,4.603238846835222,4.776713229252243,4.645670391061431,4.828653182042404,4.8437469186524025,4.732065449761524,4.614546800460579,0,2.0,1.0,1.0,0.0,1.3190062812046988,3395.0,2,3,4,723
1989,17756677,2016-11-17,1,4,2,0,1,1,1,0,53.29574,-6.14607,40,2,2.0,4,1.0,1.0,4534,95.0,1.0,1125.0,91.0,6.0,0.0,2017-04-02,4.81,4.93,4.9,4.97,4.92,4.85,4.72,0,1.0,0.0,1.0,0.0,1.37,2124.0,2,3,4,577
1990,17772474,2015-05-20,4,1,3,0,0,1,1,0,53.28482,-6.26466,37,2,2.0,3,1.0,1.0,3030,70.0,1.0,1125.0,35.0,30.0,4.0,2020-01-23,4.74,4.83,4.57,4.91,4.94,4.6,4.57,0,1.0,0.0,1.0,0.0,1.09,2671.0,3,3,3,460
1991,17785066,2017-03-19,1,4,3,0,1,1,0,1,53.34496,-6.26655,59,3,6.0,4,1.0,1.0,508,243.0,2.0,3.0,1.0,0.0,0.0,2017-08-18,2.288915265867955,4.776713229252243,4.645670391061431,4.828653182042404,4.8437469186524025,4.732065449761524,4.614546800460579,0,1.0,0.0,0.0,1.0,0.02,2002.0,2,3,4,76
1992,17787937,2016-07-12,1,4,3,0,1,1,0,1,53.34489,-6.28003,40,2,2.0,3,1.0,1.0,2685,75.0,1.0,1125.0,7.0,0.0,0.0,2017-05-01,5.0,5.0,4.83,4.83,5.0,5.0,4.83,0,1.0,0.0,1.0,0.0,0.11,2252.0,2,3,3,965
1993,17789586,2017-01-30,1,4,3,0,0,1,1,1,53.34219,-6.29555,16,0,4.0,2,1.0,2.0,4699,100.0,6.0,1125.0,8.0,0.0,0.0,2017-04-19,4.5,5.0,3.88,5.0,5.0,4.88,4.38,1,2.0,2.0,0.0,0.0,0.12,2050.0,3,0,3,629
1994,17800624,2015-01-22,1,4,3,0,1,1,0,0,53.24963,-6.14729,16,0,4.0,7,2.0,2.0,1589,88.0,2.0,24.0,3.0,0.0,0.0,2017-04-11,5.0,4.0,4.0,5.0,4.0,5.0,5.0,1,2.0,2.0,0.0,0.0,0.05,2789.0,2,0,7,240
1995,17803116,2017-03-20,1,4,3,0,1,1,0,1,53.39918,-6.17172,37,2,2.0,2,1.0,1.0,2676,90.0,1.0,3.0,0.0,0.0,0.0,,4.603238846835222,4.776713229252243,4.645670391061431,4.828653182042404,4.8437469186524025,4.732065449761524,4.614546800460579,1,1.0,0.0,1.0,0.0,1.3190062812046988,2001.0,2,3,3,129
1996,17810642,2016-12-13,4,3,2,0,1,1,1,1,53.36682,-6.2935,37,2,1.0,4,1.0,1.0,440,66.0,1.0,1125.0,104.0,23.0,7.1321923032480665,2017-05-06,4.73,4.95,4.91,4.91,4.87,4.69,4.73,0,2.0,0.0,2.0,0.0,1.6,2098.0,2,3,4,255
1997,17818039,2016-01-10,4,1,2,1,1,1,1,1,53.31981,-6.23863,13,0,5.0,9,3.0,3.0,4825,238.0,14.0,90.0,35.0,7.0,0.0,2017-04-10,4.83,4.86,4.83,4.83,4.8,4.74,4.6,0,6.0,6.0,0.0,0.0,0.53,2436.0,2,0,9,749
1998,17819310,2014-05-30,1,4,3,0,0,1,1,2,53.44748,-6.23763,37,2,1.0,4,1.0,1.0,2527,40.0,14.0,30.0,2.0,0.0,0.0,2017-03-22,5.0,5.0,5.0,4.828653182042404,5.0,4.732065449761524,4.614546800460579,0,1.0,0.0,1.0,0.0,0.03,3026.0,3,3,4,224
1999,17835292,2016-01-10,4,1,2,1,1,1,1,1,53.32055,-6.23914,13,0,4.0,2,2.0,3.0,4724,200.0,14.0,60.0,45.0,1.0,0.0,2017-04-17,4.96,4.87,4.93,4.96,4.98,4.84,4.69,0,6.0,6.0,0.0,0.0,0.68,2436.0,2,0,3,788
2000,17837320,2017-03-22,3,1,2,1,1,1,1,1,53.33331,-6.27317,10,0,2.0,2,1.0,1.0,4159,180.0,3.0,1125.0,163.0,20.0,2.0,2017-05-20,4.93,4.98,4.87,4.98,4.95,4.83,4.78,0,1.0,1.0,0.0,0.0,2.52,1999.0,2,0,3,489
2001,17852644,2016-04-20,1,4,3,0,1,1,0,1,53.34543,-6.2981,40,2,2.0,2,1.0,1.0,3938,25.0,1.0,1125.0,0.0,0.0,0.0,,4.603238846835222,4.776713229252243,4.645670391061431,4.828653182042404,4.8437469186524025,4.732065449761524,4.614546800460579,0,1.0,0.0,1.0,0.0,1.3190062812046988,2335.0,2,3,3,297
2002,17857327,2015-05-30,1,4,3,0,1,1,0,1,53.34019,-6.22427,13,0,4.0,2,2.0,3.0,2504,80.0,5.0,6.0,1.0,0.0,0.0,2017-03-28,2.288915265867955,4.776713229252243,4.645670391061431,4.828653182042404,4.8437469186524025,4.732065449761524,4.614546800460579,1,1.0,1.0,0.0,0.0,0.02,2661.0,2,0,3,186
2003,17859553,2015-10-05,1,4,3,0,1,1,1,1,53.34746,-6.27836,37,2,2.0,4,1.0,1.0,2277,29.0,2.0,1125.0,12.0,0.0,0.0,2017-03-25,4.25,4.5,4.25,4.92,4.83,4.58,4.33,1,3.0,0.0,3.0,0.0,0.18,2533.0,2,3,4,206
2004,17870583,2016-06-01,1,4,3,0,0,1,1,1,53.3419,-6.2811,16,0,4.0,2,1.0,2.0,3033,165.0,2.0,1125.0,87.0,0.0,0.0,2017-04-16,4.66,4.93,4.83,4.73,4.77,4.84,4.59,0,1.0,1.0,0.0,0.0,1.32,2293.0,3,0,3,495
2005,17871605,2016-07-04,1,4,3,0,1,1,0,1,53.35996,-6.26165,40,2,2.0,4,1.0,1.0,4931,51.0,1.0,14.0,28.0,0.0,0.0,2017-04-17,4.56,4.67,4.67,4.54,4.63,4.4,4.56,0,1.0,0.0,1.0,0.0,0.43,2260.0,2,3,4,345
2006,17875947,2015-07-27,4,3,1,0,1,1,1,1,53.32663,-6.32204,13,0,5.0,2,3.0,3.0,3682,259.0,3.0,1125.0,30.0,5.0,4.0,2017-05-08,4.75,4.82,4.68,4.93,4.89,4.5,4.71,1,1.0,1.0,0.0,0.0,0.46,2603.0,2,0,3,847
2007,17888424,2014-01-12,1,4,3,0,1,1,1,1,53.32649,-6.21853,13,0,4.0,7,2.0,2.0,289,160.0,3.0,1125.0,6.0,0.0,0.0,2017-05-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1.0,1.0,0.0,0.0,0.09,3164.0,2,0,7,330
2008,17901826,2015-10-26,2,1,2,1,1,1,1,1,53.34419,-6.26587,14,0,5.0,5,2.0,2.0,4593,386.0,14.0,1125.0,183.0,6.0,0.0,2017-05-01,4.93,4.97,4.93,4.96,4.97,4.99,4.81,0,1.0,1.0,0.0,0.0,2.8,2512.0,2,0,5,495
2009,17904037,2017-03-26,1,4,3,0,5,1,0,1,53.32882,-6.25816,40,2,2.0,4,1.0,1.0,839,50.0,1.0,3.0,217.0,0.0,0.0,2017-04-01,4.72,4.89,4.56,4.89,4.9,4.75,4.78,1,1.0,0.0,1.0,0.0,3.27,1995.0,1,3,4,158
2010,17905996,2016-10-15,1,4,3,0,1,1,1,1,53.3567,-6.2638,40,2,2.0,2,1.5239777204184215,1.0,2107,46.0,3.0,30.0,68.0,0.0,0.0,2017-04-02,4.49,4.79,4.46,4.86,4.79,4.63,4.59,1,12.0,11.0,1.0,0.0,1.03,2157.0,2,3,3,221
2011,17920490,2017-03-23,4,1,1,0,0,1,1,1,53.34323,-6.22777,13,0,4.0,7,2.0,3.0,5948,198.0,5.0,1125.0,40.0,1.0,0.0,2017-06-18,5.0,4.98,4.9,5.0,4.98,4.77,4.87,0,1.0,1.0,0.0,0.0,0.63,1998.0,3,0,7,140
2012,17934100,2017-03-18,3,1,2,0,1,1,0,1,53.35358017668551,-6.260481404703895,9,0,4.0,2,1.0,2.0,6835,109.0,2.0,365.0,4.0,4.0,2.0,2022-07-24,4.5,5.0,4.75,4.75,5.0,4.5,4.0,0,1.0,1.0,0.0,0.0,2.35,2003.0,2,0,3,192
2013,17937371,2017-03-28,1,4,3,0,1,1,1,1,53.34248,-6.30025,28,2,1.0,4,1.0,1.0,725,89.0,2.0,90.0,2.0,0.0,0.0,2017-09-11,5.0,5.0,5.0,5.0,5.0,4.0,4.0,0,1.0,0.0,1.0,0.0,0.03,1993.0,2,3,4,244
2014,17948969,2015-01-22,1,4,3,0,1,1,0,1,53.31873,-6.24087,16,0,2.0,2,1.0,1.0,1893,110.0,4.0,1125.0,4.0,0.0,0.0,2017-05-07,4.75,5.0,5.0,5.0,4.5,4.5,4.75,1,2.0,2.0,0.0,0.0,0.06,2789.0,2,0,3,192
2015,17949978,2016-01-10,4,1,2,1,1,1,1,1,53.32189,-6.2378,13,0,5.0,9,3.0,3.0,4723,245.0,14.0,90.0,29.0,7.0,0.0,2017-04-23,5.0,4.97,4.97,5.0,5.0,4.93,4.83,0,6.0,6.0,0.0,0.0,0.44,2436.0,2,0,9,786
2016,17951259,2016-10-15,4,1,2,0,1,1,1,1,53.33442,-6.23808,40,2,2.0,2,1.0,1.0,4217,58.0,1.0,1125.0,19.0,0.0,0.0,2017-04-23,4.79,4.95,4.79,4.95,4.89,4.74,4.84,0,3.0,0.0,3.0,0.0,0.29,2157.0,2,3,3,338
2017,17956231,2014-11-23,4,3,3,1,1,1,0,2,53.40801,-6.2933,37,2,2.0,6,1.0,1.0,4097,97.0,1.0,1125.0,31.0,18.0,4.0,2017-05-28,4.9,5.0,5.0,4.94,4.97,4.55,4.87,0,1.0,0.0,1.0,0.0,0.48,2849.0,2,3,6,575
2018,17957984,2012-03-25,1,4,3,0,0,1,1,1,53.34149,-6.22708,16,0,4.0,2,2.0,2.0,715,70.0,1.0,4.0,0.0,0.0,0.0,,4.603238846835222,4.776713229252243,4.645670391061431,4.828653182042404,4.8437469186524025,4.732065449761524,4.614546800460579,0,1.0,1.0,0.0,0.0,1.3190062812046988,3822.0,3,0,3,168
2019,17959343,2017-03-29,1,4,3,0,0,1,0,1,53.34146,-6.30577,16,0,3.0,7,1.0,1.0,2166,80.0,2.0,1125.0,28.0,0.0,0.0,2017-03-29,4.48,4.75,3.84,4.83,4.92,4.5,4.5,0,1.0,1.0,0.0,0.0,0.42,1992.0,3,0,7,277
2020,17960614,2017-03-29,1,4,3,0,6,1,0,1,53.36738,-6.25406,16,0,2.0,7,1.0,1.0,2616,80.0,2.0,1125.0,1.0,0.0,0.0,2017-04-07,2.288915265867955,4.776713229252243,4.645670391061431,4.828653182042404,4.8437469186524025,4.732065449761524,4.614546800460579,0,1.0,1.0,0.0,0.0,0.02,1992.0,0,0,7,118
2021,17976248,2017-02-01,1,4,3,0,1,1,0,1,53.39073,-6.23821,13,0,4.0,9,3.0,2.0,4764,95.0,5.0,14.0,7.0,0.0,0.0,2017-07-19,5.0,5.0,5.0,5.0,5.0,4.8,4.6,1,1.0,1.0,0.0,0.0,0.11,2048.0,2,0,9,801
2022,17978884,2015-06-17,1,4,3,0,1,1,1,1,53.36347,-6.28268,44,2,3.0,5,1.0,1.0,4368,54.0,2.0,10.0,58.0,0.0,0.0,2018-02-19,4.53,4.75,4.18,4.79,4.77,4.7,4.49,1,1.0,0.0,1.0,0.0,1.04,2643.0,2,3,5,661
2023,17986424,2016-07-16,1,4,3,0,1,1,1,1,53.3414,-6.30864,40,2,2.0,4,1.0,1.0,1356,45.0,1.0,1125.0,0.0,0.0,0.0,,4.603238846835222,4.776713229252243,4.645670391061431,4.828653182042404,4.8437469186524025,4.732065449761524,4.614546800460579,0,1.0,0.0,1.0,0.0,1.3190062812046988,2248.0,2,3,4,240
2024,17988900,2016-06-13,1,4,3,0,1,1,0,1,53.33969,-6.23381,13,0,2.0,5,1.0,1.0,1923,90.0,2.0,1125.0,10.0,0.0,0.0,2017-04-03,4.8,5.0,4.6,5.0,5.0,4.8,5.0,0,1.0,1.0,0.0,0.0,0.15,2281.0,2,0,5,251
2025,17990079,2015-10-05,1,4,3,0,1,1,1,1,53.34811,-6.28053,37,2,2.0,4,1.0,1.0,2277,50.0,3.0,1125.0,7.0,0.0,0.0,2017-04-11,4.57,4.86,4.29,4.86,4.71,4.71,4.43,1,3.0,0.0,3.0,0.0,0.11,2533.0,2,3,4,206
2026,17994644,2017-03-31,1,4,3,0,1,1,1,1,53.34384,-6.24529,10,0,3.0,2,1.0,3.0,2047,300.0,2.0,56.0,0.0,0.0,0.0,,4.603238846835222,4.776713229252243,4.645670391061431,4.828653182042404,4.8437469186524025,4.732065449761524,4.614546800460579,0,2.0,2.0,0.0,0.0,1.3190062812046988,1990.0,2,0,3,341
2027,18021228,2017-04-02,4,1,3,1,1,1,1,0,53.25495,-6.23175,14,0,4.0,2,2.0,2.0,4276,186.0,2.0,1125.0,228.88497850198831,65.0,6.0,2017-05-08,4.93,4.96,4.89,4.98,4.97,4.89,4.88,0,1.0,1.0,0.0,0.0,4.24,1988.0,2,0,3,615
2028,18023670,2017-02-03,1,4,3,0,1,1,1,1,53.35742,-6.26526,16,0,4.0,2,1.0,4.0,1437,80.0,2.0,1125.0,216.0,0.0,0.0,2017-04-14,4.81,4.86,4.75,4.94,4.92,4.81,4.68,1,1.0,1.0,0.0,0.0,3.28,2046.0,2,0,3,306
2029,18030574,2016-01-11,3,1,0,0,1,0,1,0,53.26672,-6.15083,13,0,5.0,9,3.0,3.0,3693,175.0,10.0,22.0,1.0,0.0,0.0,2017-08-09,4.0,5.0,3.055738338062441,5.0,5.0,4.0,4.0,0,1.0,1.0,0.0,0.0,0.02,2435.0,2,0,9,1034
2030,18030607,2017-04-03,1,4,3,0,1,1,0,1,53.36505,-6.21129,37,2,1.0,4,1.0,1.0,6469,50.0,1.0,1125.0,17.0,0.0,0.0,2017-04-07,4.88,5.0,5.0,5.0,5.0,4.67,4.73,0,2.0,0.0,2.0,0.0,0.26,1987.0,2,3,4,340
2031,18035688,2014-04-16,1,4,3,0,1,1,1,1,53.34784,-6.27642,16,0,4.0,2,1.0,2.0,308,121.0,2.0,60.0,147.0,0.0,0.0,2017-05-21,4.84,4.9,4.91,4.78,4.9,4.85,4.69,1,4.0,4.0,0.0,0.0,2.27,3070.0,2,0,3,352
2032,18037875,2014-08-08,1,4,3,0,0,1,1,1,53.34377,-6.236,16,0,4.0,2,2.0,3.0,6018,475.0,2.0,1125.0,30.0,29.0,2.0,2018-05-26,4.93,5.0,4.8,4.87,4.97,4.97,4.73,0,1.0,1.0,0.0,0.0,0.57,2956.0,3,0,3,914
