id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_days_active,verification_count,property_type_category,bathrooms_type,amenities_count,review_mean
15253032,2016-09-27,1,4,1,0,4,1,0,2,53.4925569505988,-6.10979,36,2,2.0,2,1.0,1.0,1949,89.0,1.0,1125.0,17.0,6.0,0.0,2017-04-12,4.71,4.94,5.0,4.94,4.94,4.94,4.82,1,1.0,0.0,1.0,0.0,0.26,2175.0,2,3,3,199,0.1300136138371432
15261952,2016-09-28,4,1,3,1,1,1,1,1,53.34315,-6.27644,9,0,2.0,2,1.0,1.0,3321,95.0,14.0,140.0,228.88497850198831,14.0,1.0,2016-11-20,4.91,4.95,4.92,4.97,4.99,4.95,4.83,0,2.0,1.0,1.0,0.0,4.0,2174.0,2,0,3,378,0.0656668455869186
15270528,2014-09-21,1,4,3,0,1,1,1,1,53.31735,-6.2318,37,2,1.0,0,1.0,1.0,2405,70.0,1.0,2.0,2.0,0.0,0.0,2016-10-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,2.0,1.0,1.0,0.0,0.03,2912.0,2,3,0,213,0.0337296037296037
15293223,2016-09-30,1,4,3,0,1,1,0,1,53.35227,-6.27103,37,2,2.0,6,1.0,1.0,4366,65.0,1.0,7.0,3.0,0.0,0.0,2017-09-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1.0,0.0,1.0,0.0,0.05,2172.0,2,3,6,557,0.0356178165477712
15297080,2016-09-30,4,1,1,1,5,1,1,1,53.36838,-6.20034,28,2,2.0,4,1.0,2.0,1654,80.0,1.0,7.0,228.88497850198831,66.62614730882797,6.0,2017-03-18,4.73,4.79,4.63,4.83,4.88,4.8,4.77,1,1.0,0.0,1.0,0.0,5.36,2172.0,1,3,4,236,0.0840936082692176
15339244,2016-07-21,1,4,3,0,1,1,0,1,53.34242,-6.30877,40,2,2.0,7,1.0,1.0,6370,123.0,2.0,1125.0,2.0,0.0,0.0,2016-10-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1.0,0.0,1.0,0.0,0.03,2243.0,2,3,7,335,0.0286603605788665
15342454,2014-05-15,1,4,3,0,0,1,1,1,53.34487,-6.25683,16,0,4.0,7,2.0,2.0,2498,98.0,1.0,1125.0,8.0,0.0,0.0,2017-04-14,4.13,4.13,4.13,4.75,4.5,4.88,4.5,0,2.0,1.0,1.0,0.0,0.12,3041.0,3,0,7,215,0.0361378383890064
15410846,2015-11-08,1,4,3,0,1,1,1,1,53.34008,-6.27451,37,2,2.0,4,1.0,1.0,1340,45.0,2.0,14.0,223.0,0.0,0.0,2016-10-25,4.33,4.61,4.59,4.84,4.77,4.71,4.41,1,3.0,0.0,3.0,0.0,3.11,2499.0,2,3,4,207,0.0904018377014474
15416221,2015-10-02,4,1,1,1,1,1,1,1,53.34545,-6.26314,16,0,6.0,2,2.0,3.0,5550,288.0,2.0,62.0,205.0,64.0,3.0,2016-10-19,4.62,4.8,4.65,4.75,4.91,4.95,4.63,1,2.0,2.0,0.0,0.0,2.85,2536.0,2,0,3,679,0.0870979129605627
15435282,2014-05-19,3,1,2,1,0,1,1,0,53.28018,-6.21468,16,0,4.0,2,1.0,1.0,4680,171.0,1.0,92.0,76.0,26.0,3.0,2016-10-24,4.83,4.82,4.54,4.85,4.93,4.71,4.62,0,1.0,1.0,0.0,0.0,1.06,3037.0,3,0,3,803,0.0922622897957674
15443280,2016-10-10,1,4,3,0,5,1,0,1,53.33805,-6.28086,16,0,4.0,7,2.0,2.0,2228,157.0,7.0,7.0,8.0,0.0,0.0,2016-10-31,4.43,4.5,4.5,5.0,4.83,3.8,4.6,0,1.0,1.0,0.0,0.0,0.11,2162.0,1,0,7,153,0.1044246815985946
15451476,2012-05-04,1,4,3,0,1,1,1,1,53.35255,-6.28557,16,0,2.0,2,1.0,1.0,5111,84.0,15.0,181.0,140.0,14.0,0.0,2016-11-01,4.84,4.91,4.82,4.94,4.89,4.82,4.75,0,1.0,1.0,0.0,0.0,1.96,3782.0,2,0,3,402,0.0748525640611598
15452114,2015-09-14,1,4,3,0,0,1,1,1,53.33533,-6.28018,13,0,4.0,2,2.0,2.0,1445,180.0,2.0,18.0,2.0,0.0,0.0,2016-10-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1.0,1.0,0.0,0.0,0.03,2554.0,3,0,3,232,0.0344955530696556
15466582,2016-10-11,4,1,1,0,1,1,1,1,53.3354,-6.24817,9,0,2.0,2,1.0,1.0,5772,235.0,3.0,30.0,8.0,3.0,1.0,2017-07-16,5.0,5.0,4.75,5.0,5.0,4.88,4.88,0,1.0,1.0,0.0,0.0,0.13,2161.0,2,0,3,977,0.0629555695422568
15467987,2015-11-08,1,4,3,0,1,1,1,1,53.33868,-6.2767,37,2,2.0,3,1.0,1.0,1341,81.0,1.0,14.0,56.0,0.0,0.0,2016-10-30,4.4,4.62,4.66,4.74,4.58,4.74,4.48,1,3.0,0.0,3.0,0.0,0.78,2499.0,2,3,3,208,0.0873442310392603
15472365,2015-08-04,1,4,3,0,1,1,1,1,53.3609,-6.26411,37,2,2.0,2,1.0,1.0,2335,45.0,1.0,1125.0,3.0,0.0,0.0,2016-11-06,4.0,5.0,5.0,4.67,4.33,4.67,4.0,0,5.0,3.0,2.0,0.0,0.04,2595.0,2,3,3,224,0.025922251616696
15480160,2016-10-11,4,2,1,0,1,1,1,1,53.34902,-6.2903,37,2,1.0,4,1.0,1.0,3164,71.0,2.0,1125.0,108.0,58.0,3.0,2016-10-24,4.22,4.37,3.7,4.58,4.58,4.61,4.46,1,2.0,0.0,2.0,0.0,1.51,2161.0,2,3,4,153,0.1347256663546341
15482095,2015-01-14,1,4,3,0,1,1,1,1,53.34598,-6.2758,16,0,3.0,2,1.0,2.0,2910,102.0,2.0,1125.0,4.0,0.0,0.0,2017-05-07,5.0,5.0,4.25,5.0,5.0,5.0,4.75,0,1.0,1.0,0.0,0.0,0.06,2797.0,2,0,3,354,0.0682616396761133
15506225,2016-10-14,1,4,3,0,1,1,1,0,53.29574,-6.17785,44,2,2.0,3,1.0,1.0,3932,54.0,2.0,1125.0,39.0,0.0,0.0,2016-10-17,4.68,4.71,4.79,4.7,4.76,4.62,4.59,1,5.0,0.0,5.0,0.0,0.54,2158.0,2,3,3,756,0.1328897849421302
15517141,2016-10-15,1,4,3,0,1,1,1,1,53.35984,-6.26206,16,0,4.0,2,1.0,2.0,6482,51.0,3.0,30.0,83.0,0.0,0.0,2016-10-25,4.33,4.49,4.69,4.66,4.8,4.53,4.39,1,12.0,11.0,1.0,0.0,1.16,2157.0,2,0,3,277,0.0814169535482507
15520068,2016-10-14,1,4,3,0,1,1,1,0,53.29485,-6.17975,44,2,1.0,6,1.0,1.0,808,49.0,2.0,1125.0,48.0,0.0,0.0,2017-02-20,4.88,4.83,4.85,4.82,4.77,4.75,4.7,1,5.0,0.0,5.0,0.0,0.71,2158.0,2,3,6,263,0.1091594797184204
15556545,2015-04-29,1,4,3,0,0,1,1,1,53.32344,-6.2585,16,0,2.0,2,1.0,1.0,2244,80.0,3.0,1125.0,2.0,0.0,0.0,2016-11-01,5.0,5.0,4.5,5.0,5.0,5.0,5.0,0,2.0,2.0,0.0,0.0,0.03,2692.0,3,0,3,219,0.0369623655913978
15606359,2016-10-21,1,4,3,0,0,1,1,1,53.40199,-6.167,37,2,2.0,3,1.0,1.0,3061,35.0,1.0,1125.0,128.0,0.0,0.0,2016-10-30,4.81,4.89,4.88,4.95,4.84,4.61,4.8,1,4.0,0.0,4.0,0.0,1.79,2151.0,3,3,3,496,0.1325333543938722
15625970,2016-08-26,2,1,0,0,1,1,1,1,53.34491,-6.24771,16,0,4.0,2,2.0,2.0,6483,165.0,20.0,1125.0,46.0,0.0,0.0,2016-11-20,4.85,4.89,4.89,4.93,4.91,4.93,4.76,0,1.0,1.0,0.0,0.0,0.65,2207.0,2,0,3,298,0.0863716162572564
15630107,2011-09-29,3,1,0,0,0,1,1,1,53.32509,-6.25306,13,0,4.0,9,3.0,2.0,4397,649.0,2.0,100.0,23.0,5.0,1.0,2017-01-02,4.9,4.95,4.95,5.0,4.95,4.9,4.81,0,1.0,1.0,0.0,0.0,0.33,4000.0,3,0,9,592,0.0457426597865371
15653924,2016-10-17,4,1,2,0,1,1,1,1,53.34054,-6.23212,18,0,5.0,13,3.0,3.0,4672,511.0,30.0,365.0,43.0,1.0,0.0,2016-10-29,4.88,4.88,4.81,4.91,4.88,4.91,4.74,0,4.0,4.0,0.0,0.0,0.6,2155.0,2,0,13,500,0.0966294168426884
15659287,2016-10-24,1,4,3,0,6,0,0,1,53.32335,-6.30992,37,2,1.0,7,1.0,1.0,1005,200.0,1.0,7.0,2.0,0.0,0.0,2016-10-26,2.288915265867955,4.776713229252243,4.645670391061431,4.828653182042404,4.8437469186524025,4.732065449761524,4.614546800460579,0,1.0,0.0,1.0,0.0,0.03,2148.0,0,3,7,198,0.1
15662149,2016-10-24,4,1,1,0,1,1,1,1,53.31559,-6.26623,16,0,2.0,2,1.0,2.0,3070,77.0,1.0,1125.0,165.0,0.0,0.0,2016-11-06,4.67,4.86,4.73,4.95,4.95,4.6,4.66,1,4.0,4.0,0.0,0.0,2.32,2148.0,2,0,3,505,0.0626662770119749
15662629,2016-10-24,4,1,1,0,1,1,1,1,53.31539,-6.26439,16,0,2.0,2,1.0,1.0,2977,76.0,2.0,14.0,156.0,0.0,0.0,2016-11-06,4.78,4.92,4.94,4.95,4.96,4.75,4.86,1,4.0,4.0,0.0,0.0,2.19,2148.0,2,0,3,423,0.0645954421047302
15677169,2016-08-16,1,4,2,0,1,1,1,2,53.38992,-6.11245,44,2,4.0,5,2.0,2.0,4998,160.0,3.0,14.0,16.0,6.0,0.0,2020-02-10,5.0,5.0,4.88,5.0,5.0,4.94,5.0,1,1.0,0.0,1.0,0.0,0.51,2217.0,2,3,5,591,0.0524297883692221
15677594,2016-07-25,1,4,3,0,1,1,1,1,53.33324,-6.27613,16,0,6.0,2,3.0,3.0,1259,123.0,2.0,1125.0,1.0,0.0,0.0,2017-05-29,5.0,4.0,3.055738338062441,5.0,5.0,5.0,5.0,0,1.0,1.0,0.0,0.0,0.02,2239.0,2,0,3,138,0.0279106858054226
15682438,2016-10-25,1,4,3,0,1,1,0,2,53.45734,-6.18511,37,2,2.0,4,1.0,1.0,118,41.0,1.0,7.0,192.0,16.0,0.0,2016-11-11,4.68,4.84,4.69,4.86,4.87,4.82,4.78,1,1.0,0.0,1.0,0.0,2.7,2147.0,2,3,4,224,0.1058485733101664
15695376,2016-10-24,4,1,1,0,1,1,1,1,53.31752,-6.26406,16,0,2.0,2,1.0,1.0,2978,76.0,2.0,14.0,175.0,0.0,0.0,2016-11-06,4.83,4.92,4.91,4.92,4.91,4.66,4.75,1,4.0,4.0,0.0,0.0,2.46,2148.0,2,0,3,392,0.058589038433954
15695932,2016-10-24,4,1,1,0,1,1,1,1,53.31755,-6.26665,16,0,2.0,2,1.0,1.0,2976,76.0,2.0,14.0,178.0,0.0,0.0,2016-11-06,4.8,4.89,4.9,4.95,4.96,4.72,4.74,1,4.0,4.0,0.0,0.0,2.5,2148.0,2,0,3,416,0.0592627752834375
15696557,2016-04-09,3,1,2,0,0,1,1,1,53.38125,-6.29199,9,0,4.0,7,2.0,4.0,5474,184.0,3.0,1125.0,61.0,16.0,2.0,2017-02-05,4.67,4.77,4.39,4.86,4.91,4.47,4.67,0,1.0,1.0,0.0,0.0,0.89,2346.0,3,0,7,801,0.0845844434719112
15701179,2016-09-04,4,1,1,1,1,1,1,2,53.38799,-6.14357,37,2,1.0,3,1.0,1.0,1381,74.0,2.0,14.0,98.0,25.0,4.0,2016-11-13,4.9,4.94,4.92,4.94,4.96,4.7,4.86,1,4.0,0.0,4.0,0.0,1.38,2198.0,2,3,3,332,0.0885714293495565
15702634,2016-05-01,4,1,1,1,0,1,1,3,53.35239,-6.444601763230419,10,0,5.0,2,2.0,3.0,4409,237.0,2.0,1125.0,66.0,20.0,5.0,2016-12-05,4.97,4.94,4.98,4.97,4.95,4.89,4.88,1,15.0,13.0,0.0,0.0,0.94,2324.0,3,0,3,588,0.0888727281299806
15716017,2014-12-11,1,4,3,0,1,1,1,1,53.34017,-6.2787,16,0,4.0,2,2.0,2.0,5347,140.0,15.0,1125.0,151.0,0.0,0.0,2017-01-30,4.48,4.79,4.76,4.83,4.7,4.51,4.53,0,1.0,1.0,0.0,0.0,2.21,2831.0,2,0,3,424,0.0904875878204114
15725118,2016-03-27,1,4,3,0,1,1,1,2,53.37284,-6.33555,40,2,2.0,2,1.0,2.0,1032,54.0,1.0,5.0,16.0,0.0,0.0,2016-11-22,5.0,5.0,5.0,4.94,5.0,4.47,4.8,0,1.0,0.0,1.0,0.0,0.23,2359.0,2,3,3,213,0.0528440229703224
15726268,2016-09-04,4,1,1,1,1,1,1,2,53.38715,-6.14254,44,2,2.0,3,1.0,2.0,447,90.0,2.0,14.0,77.0,32.0,5.0,2017-08-10,4.87,4.91,4.94,4.96,4.92,4.77,4.83,1,4.0,0.0,4.0,0.0,1.24,2198.0,2,3,3,290,0.0810577810709086
15726888,2016-10-26,1,4,3,0,1,1,1,1,53.35638,-6.26882,16,0,2.0,5,1.0,1.0,2210,102.0,5.0,1125.0,141.0,8.0,0.0,2016-11-06,4.74,4.84,4.88,4.8,4.9,4.73,4.7,0,1.0,1.0,0.0,0.0,1.98,2146.0,2,0,5,304,0.073972827196476
15742326,2014-07-27,1,4,3,0,0,1,1,1,53.34508,-6.26893,16,0,6.0,2,2.0,4.0,5300,162.0,2.0,14.0,140.0,0.0,0.0,2016-11-07,4.66,4.89,4.83,4.83,4.91,4.89,4.74,1,6.0,5.0,1.0,0.0,1.97,2968.0,3,0,3,458,0.0863431340100382
15749806,2016-08-26,1,4,3,0,1,1,1,1,53.35987,-6.29844,44,2,2.0,3,1.0,1.0,874,69.0,2.0,6.0,9.0,0.0,0.0,2016-11-14,5.0,4.44,5.0,5.0,5.0,4.67,4.78,0,1.0,0.0,1.0,0.0,0.13,2207.0,2,3,3,250,0.0824774212705247
15757589,2011-08-27,4,3,3,1,1,1,1,1,53.35798,-6.25651,16,0,2.0,2,1.0,2.0,5729,142.0,1.0,2.0,116.0,41.0,0.0,2016-11-11,4.71,4.85,4.77,4.98,4.97,4.59,4.57,0,1.0,1.0,0.0,0.0,1.63,4033.0,2,0,3,471,0.1005889397940821
15763163,2016-10-31,1,4,3,0,1,1,1,1,53.36723,-6.25786,16,0,2.0,2,1.0,1.0,1993,79.0,2.0,1125.0,23.0,0.0,0.0,2016-11-13,4.91,4.95,4.96,5.0,4.95,4.77,4.91,1,1.0,1.0,0.0,0.0,0.32,2141.0,2,0,3,246,0.0592009173578662
15771291,2016-09-04,4,1,1,1,1,1,1,2,53.38744,-6.14432,37,2,2.0,3,1.0,1.0,2061,90.0,2.0,14.0,68.0,6.0,3.0,2017-03-19,4.88,4.94,4.88,4.94,4.96,4.64,4.75,1,4.0,0.0,4.0,0.0,1.02,2198.0,2,3,3,365,0.0737954463837128
15771766,2016-09-04,4,1,1,1,1,1,1,2,53.38722,-6.14284,37,2,2.0,3,1.0,2.0,1932,90.0,2.0,14.0,87.0,29.0,3.0,2017-03-19,4.84,4.89,4.92,4.93,4.95,4.67,4.68,1,4.0,0.0,4.0,0.0,1.3,2198.0,2,3,3,261,0.0941184594275284
15779845,2016-11-01,2,2,2,0,1,1,0,1,53.3299,-6.28108,37,2,1.0,4,1.0,1.0,637,65.0,2.0,7.0,90.0,24.0,4.0,2016-11-13,4.9,4.93,4.98,4.91,4.93,4.81,4.86,0,1.0,0.0,1.0,0.0,1.27,2140.0,2,3,4,249,0.0668852271032064
15781024,2016-10-22,1,4,3,0,1,1,1,2,53.38949,-6.0707,16,0,4.0,5,2.0,2.0,4157,65.0,3.0,1125.0,22.0,0.0,0.0,2017-08-11,4.62,4.57,4.33,4.55,4.9,5.0,4.6,0,1.0,1.0,0.0,0.0,0.36,2150.0,2,0,5,546,0.0937438197275567
15784729,2016-11-01,1,4,3,0,1,1,0,1,53.34029,-6.28079,37,2,1.0,2,1.0,1.0,6731,94.0,2.0,6.0,1.0,0.0,0.0,2016-11-17,5.0,5.0,5.0,4.828653182042404,5.0,4.732065449761524,4.614546800460579,0,1.0,0.0,1.0,0.0,0.01,2140.0,2,3,3,1023,0.0555555555555555
15786005,2014-01-14,4,1,0,0,1,1,1,2,53.4925569505988,-6.12028,37,2,2.0,7,1.0,1.0,5309,42.0,2.0,90.0,11.0,0.0,0.0,2017-03-19,4.64,4.82,4.91,4.91,5.0,4.73,4.64,0,1.0,0.0,1.0,0.0,0.16,3162.0,2,3,7,384,0.1368602577632347
15795790,2015-10-05,3,3,2,1,5,1,1,1,53.37984,-6.19264,37,2,2.0,3,1.0,1.0,402,75.0,2.0,1125.0,79.0,31.0,2.0,2016-11-27,4.89,4.82,4.91,4.97,4.91,4.82,4.78,0,5.0,0.0,5.0,0.0,1.12,2533.0,1,3,3,249,0.0680471086103032
15796152,2015-08-18,1,4,3,0,0,1,1,1,53.35159,-6.28049,16,0,4.0,2,2.0,2.0,6578,125.0,1.0,10.0,51.0,0.0,0.0,2017-08-20,4.73,4.84,4.84,4.82,4.78,4.68,4.74,0,1.0,1.0,0.0,0.0,0.83,2581.0,3,0,3,254,0.0910062407490354
15802087,2014-12-04,1,4,3,0,1,1,1,1,53.33813,-6.25165,16,0,3.0,2,1.0,2.0,574,150.0,2.0,16.0,2.0,0.0,0.0,2016-11-11,5.0,4.776713229252243,4.645670391061431,4.828653182042404,4.8437469186524025,4.732065449761524,4.614546800460579,0,1.0,1.0,0.0,0.0,0.03,2838.0,2,0,3,984,0.0692592592592592
15804562,2016-11-02,1,4,3,0,0,1,0,1,53.34566,-6.24456,40,2,2.0,9,1.0,1.0,1874,45.0,2.0,30.0,40.0,0.0,0.0,2016-12-12,4.49,4.72,4.59,4.87,4.95,4.69,4.41,0,2.0,0.0,2.0,0.0,0.57,2139.0,3,3,9,310,0.0711171376313985
15814444,2014-05-07,1,4,0,0,1,1,1,1,53.33175,-6.26697,18,0,4.0,2,2.0,2.0,4947,200.0,7.0,60.0,13.0,2.0,0.0,2016-12-30,4.77,4.77,4.62,5.0,4.85,5.0,4.62,0,1.0,1.0,0.0,0.0,0.19,3049.0,2,0,3,468,0.0576685007761319
15818092,2012-10-05,1,4,3,0,1,1,1,1,53.34796,-6.26197,16,0,2.0,2,1.0,1.0,2336,109.0,2.0,1125.0,27.0,0.0,0.0,2016-11-26,4.62,4.81,4.62,4.36,4.69,5.0,4.64,1,1.0,1.0,0.0,0.0,0.38,3628.0,2,0,3,224,0.057228697538928
15825533,2015-10-01,0,0,0,0,1,1,1,2,53.36798,-6.37441,13,0,6.0,15,4.280988580872517,4.0,2771,160.0,2.0,1125.0,50.0,0.0,0.0,2016-11-16,4.66,4.73,4.66,4.83,4.83,4.9,4.66,0,1.0,1.0,0.0,0.0,0.71,2537.0,2,0,15,339,0.0875778830663663
15831512,2016-10-21,1,4,3,0,0,1,1,1,53.40118,-6.16766,44,2,1.0,4,1.0,1.0,3059,28.0,1.0,1125.0,59.0,0.0,0.0,2017-02-07,4.8,4.85,4.86,4.95,4.61,4.63,4.8,1,4.0,0.0,4.0,0.0,0.87,2151.0,3,3,4,467,0.0912438971370219
15832531,2016-11-04,4,1,1,1,1,1,1,0,53.25357,-6.12107,6,0,4.0,9,3.0,2.0,347,440.0,1.0,1125.0,8.0,0.0,0.0,2016-11-10,4.29,4.71,4.29,4.71,4.71,4.57,4.14,0,3.0,1.0,2.0,0.0,0.11,2137.0,2,0,9,420,0.0570821864133267
15833412,2016-09-13,3,2,0,0,1,1,0,0,53.1985022792265,-6.13006,44,2,1.0,3,1.0,1.0,3938,50.0,2.0,48.0,9.0,0.0,0.0,2017-03-21,5.0,4.78,5.0,4.89,5.0,4.56,4.89,0,2.0,0.0,2.0,0.0,0.13,2189.0,2,3,3,297,0.0977059631047737
15848846,2015-04-30,4,1,3,1,0,1,1,1,53.34306,-6.24115,9,0,4.0,7,2.0,2.0,5153,210.0,15.0,1125.0,121.0,30.0,3.0,2017-06-16,4.93,4.94,4.98,4.98,4.98,4.91,4.74,0,1.0,1.0,0.0,0.0,1.9,2691.0,3,0,7,720,0.1081471158352641
15854530,2016-11-06,2,2,2,0,1,1,1,1,53.34672,-6.27866,9,0,6.0,7,2.0,5.0,5235,399.0,2.0,1125.0,83.0,33.0,4.0,2016-11-14,4.77,4.89,4.84,4.61,4.76,4.86,4.72,0,11.0,11.0,0.0,0.0,1.17,2135.0,2,0,7,624,0.0982122884041064
15885600,2016-11-04,4,1,1,1,1,1,1,0,53.25175,-6.12124,37,2,1.0,11,1.0,1.0,4377,71.0,1.0,1125.0,16.0,5.0,0.0,2017-07-18,4.67,4.93,4.27,5.0,5.0,4.86,4.57,1,3.0,1.0,2.0,0.0,0.26,2137.0,2,3,11,700,0.0901191098631614
15892986,2016-11-09,4,1,3,1,1,1,1,1,53.34357,-6.27865,16,0,5.0,2,2.0,3.0,5880,376.0,4.0,65.0,167.0,32.0,2.0,2016-11-14,4.78,4.9,4.92,4.98,4.98,4.8,4.65,1,1.0,1.0,0.0,0.0,2.35,2132.0,2,0,3,850,0.0840226174489474
15900362,2014-11-17,4,2,2,0,1,1,1,2,53.4254,-6.13371,37,2,4.0,6,2.0,1.0,436,140.0,2.0,14.0,1.0,0.0,0.0,2017-03-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1.0,0.0,1.0,0.0,0.02,2855.0,2,3,6,318,0.0196610169491525
15908888,2016-11-10,1,4,3,0,1,1,1,1,53.36788,-6.28301,37,2,3.0,3,1.0,2.0,4535,61.0,3.0,365.0,3.0,0.0,0.0,2018-12-02,5.0,5.0,4.67,5.0,5.0,4.0,4.67,1,3.0,1.0,2.0,0.0,0.07,2131.0,2,3,3,779,0.040133779264214
15916900,2016-11-10,1,4,0,0,0,1,1,3,53.30694,-6.31743,37,2,3.0,7,1.0,2.0,2873,73.0,2.0,30.0,116.0,0.0,0.0,2017-01-01,4.86,4.88,4.73,4.99,4.99,4.67,4.84,0,2.0,0.0,2.0,0.0,1.67,2131.0,3,3,7,455,0.0748514723226148
15917752,2015-09-18,4,1,3,0,1,1,1,1,53.33669,-6.25945,16,0,2.0,2,1.0,2.0,5133,200.0,8.0,16.0,138.0,15.0,2.0,2016-11-17,4.78,4.87,4.8,4.83,4.91,4.9,4.59,0,5.0,5.0,0.0,0.0,1.95,2550.0,2,0,3,440,0.0806884576255452
15924158,2014-12-03,1,4,3,0,5,1,0,1,53.33619,-6.30394,16,0,2.0,2,1.0,1.0,718,65.0,2.0,1125.0,2.0,0.0,0.0,2016-12-04,4.0,5.0,3.055738338062441,5.0,5.0,4.5,4.0,1,1.0,1.0,0.0,0.0,0.03,2839.0,1,0,3,223,0.0317564272672631
15938362,2016-10-26,3,1,2,0,0,1,1,1,53.35025,-6.28294,18,0,6.0,9,4.0,4.0,5818,235.0,2.0,10.0,38.0,3.0,0.0,2016-12-29,4.86,4.97,4.56,5.0,4.97,4.92,4.72,0,3.0,1.0,2.0,0.0,0.55,2146.0,3,0,9,956,0.0570933478194206
15940703,2015-08-20,1,4,3,0,1,1,0,1,53.34413,-6.33068,37,2,2.0,2,1.0,1.0,855,35.0,1.0,1125.0,3.0,0.0,0.0,2016-11-14,4.0,5.0,4.5,5.0,5.0,4.0,4.0,0,2.0,0.0,2.0,0.0,0.04,2579.0,2,3,3,260,0.049002849002849
15969367,2016-08-14,1,4,3,0,1,1,0,2,53.4925569505988,-6.12053,13,0,8.0,15,4.0,5.0,2791,182.0,2.0,60.0,19.0,0.0,0.0,2016-11-24,5.0,4.95,5.0,5.0,5.0,5.0,5.0,0,1.0,1.0,0.0,0.0,0.27,2219.0,2,0,15,526,0.0361243781178364
15969811,2015-08-26,2,1,2,0,1,1,1,0,53.27358,-6.09856,13,0,6.0,15,3.0,3.0,6115,488.0,4.0,1125.0,2.0,2.0,1.0,2022-08-02,5.0,5.0,4.5,5.0,5.0,5.0,5.0,0,2.0,2.0,0.0,0.0,1.43,2573.0,2,0,15,48,0.0833333333333333
15978026,2011-05-17,1,4,3,0,0,1,1,1,53.34661,-6.25429,40,2,2.0,4,1.0,1.0,1532,79.0,1.0,6.0,74.0,0.0,0.0,2016-11-21,4.91,4.91,4.95,4.93,5.0,4.99,4.86,0,2.0,1.0,1.0,0.0,1.05,4135.0,3,3,4,307,0.07732844105373
16014305,2016-08-24,3,1,2,0,1,1,1,1,53.30751,-6.26337,47,0,4.0,7,2.0,2.0,13,207.0,1.0,1125.0,47.0,33.0,4.0,2016-12-25,4.87,4.91,4.85,4.76,4.87,4.91,4.72,0,5.0,5.0,0.0,0.0,0.68,2209.0,2,1,7,592,0.0796948939117003
16014387,2016-03-16,1,4,3,0,1,1,0,1,53.35179,-6.27354,59,3,2.0,4,1.0,2.0,4803,54.0,1.0,20.0,44.0,0.0,0.0,2017-02-11,4.7,4.89,4.8,4.84,4.86,4.75,4.43,1,2.0,1.0,0.0,1.0,0.65,2370.0,2,3,4,378,0.0822604038754173
16017066,2013-09-03,1,4,3,0,1,1,1,1,53.34644,-6.25253,16,0,4.0,2,1.0,2.0,969,150.0,3.0,1125.0,26.0,0.0,0.0,2017-02-27,4.65,4.69,4.58,4.88,4.96,5.0,4.64,0,1.0,1.0,0.0,0.0,0.39,3295.0,2,0,3,205,0.0616836047660728
16017372,2015-06-28,1,4,3,0,1,1,1,1,53.33603,-6.23796,37,2,2.0,5,1.0,1.0,1922,69.0,2.0,1125.0,2.0,0.0,0.0,2016-11-27,4.5,5.0,3.055738338062441,5.0,5.0,5.0,4.5,0,1.0,0.0,1.0,0.0,0.03,2632.0,2,3,5,185,0.0563241106719367
16038778,2016-02-14,2,1,1,0,1,1,0,1,53.32876,-6.25491,18,0,5.0,9,3.0,3.0,3372,600.0,14.0,70.0,15.0,0.0,0.0,2016-11-27,5.0,5.0,5.0,5.0,5.0,4.79,4.79,1,1.0,1.0,0.0,0.0,0.21,2401.0,2,0,9,1003,0.061412236292057
16039058,2016-11-19,4,1,3,1,1,1,1,2,53.41911,-6.38802,37,2,5.0,6,3.0,5.895590181708249,5356,180.0,1.0,60.0,184.0,52.0,5.0,2018-05-25,4.73,4.8,4.89,4.84,4.96,4.55,4.67,0,4.0,1.0,3.0,0.0,3.51,2122.0,2,3,6,572,0.1159325859091002
16050196,2016-09-09,4,1,3,0,1,1,1,3,53.34283,-6.40747,37,2,2.0,11,1.0,1.8325749464668093,3023,64.0,3.0,1125.0,45.0,33.0,3.0,2020-08-10,4.73,4.76,4.67,4.93,4.89,4.31,4.62,1,1.0,0.0,1.0,0.0,1.77,2193.0,2,3,11,347,0.1888579315454261
16064201,2014-06-14,1,4,3,0,1,1,1,1,53.31266,-6.24875,16,0,4.0,7,2.0,2.0,2220,180.0,2.0,14.0,4.0,0.0,0.0,2016-12-27,5.0,5.0,5.0,4.75,4.5,4.5,4.75,0,1.0,1.0,0.0,0.0,0.06,3011.0,2,0,7,193,0.0670482295482295
